uniid;uniunidade;unilotacao;unisigla;unittucodigo;uniunidaderesponsavel;unidenominacao;uniendereco;unimunicipio;unicep;unitelefone;uniemail;unilocal;unilatitude;unilongitude;unihelicoptero;unitexto
184;110402;0655     ;11ªSR/PE       ;5;182;DEL.04/PST.02 -Posto Floresta;BR 316;24139;        ;;;151805;          ;          ;S;Heliponto projetado e devidamente sinalizado. Falta iluminação noturna.
185;110403;0655     ;11ªSR/PE       ;5;182;DEL.04/PST.03 - Posto São Caetano;BR-232, Km 148;25615;55130000;81 3736 1372;s.caetano@dprf.gov.br;16547;-8.3297220;-36.146111;N;Há espaço para pousar helicóptero
186;110404;0655     ;11ªSR/PE       ;5;182;DEL.04/PST.04 - Posto Quipapá;BR-104, SUL Km 134, Quipapá;25291;55415000;81 3685 1255;quipapa@dprf.gov.br;13399;-8.8116670;-36.011944;N;Não há espaço para pousar helicóptero
187;110500;0657     ;11ªSR/PE       ;1;170;DEL.05 - Delegacia Salgueiro;BR 116;25437;        ;;del05.pe@dprf.gov.br;134889;          ;          ;N;Não há espaço para pousar helicóptero é feito no improviso, a pista é interditada para pouso da aeronave.
188;110501;0657     ;11ªSR/PE       ;5;187;DEL.05/PST.01 - Posto Salgueiro;BR 116;25437;        ;;;134889;          ;          ;N;Não há espaço para pousar helicóptero é feito no improviso, a pista é interditada para pouso de aeronave.
189;110502;0657     ;11ªSR/PE       ;5;187;DEL.05/PST.02 - Posto Ouricuri;BR-316;24970;        ;;;1041863;          ;          ;S;Há espaço para pouso de helicóptero com iluminação noturna sem sinalização.
190;110600;0659     ;11ªSR/PE       ;1;170;DEL.06 -Delegacia de Petrolina;BR-407;25216;        ;;del06.pe@dprf.gov.br;99047;          ;          ;S;Heliponto projetado e devidamente sinalizado. Falta iluminação noturna.
191;110601;0659     ;11ªSR/PE       ;5;190;DEL.06/PST.01 -Posto Petrolina;BR-407;25216;        ;;;99047;          ;          ;S;há espaço para pousar  de helicóptero, sem sinalização no pátio do posto ou então interdita a pista para decolagem e pouso do mesmo.
192;110602;0659     ;11ªSR/PE       ;5;190;DEL.06/PST.02 - Posto Rajada;BR-407;25216;        ;;;99047;          ;          ;S;Há uma área verde para pouso de aeronave mais não sinalizada, mais possível pouso de helicóptero.
193;110700;0661     ;11ªSR/PE       ;1;170;DEL.07 - Delegacia Salgueiro;R. Getúlio Vargas, 140, BL B - N. S. Aparecida;25437;56000000;81 3871 4289/2605;del07.pe@dprf.gov.br;16570;-8.0736110;-39.131667;S;Há espaço para pousar helicóptero sem sinalização.
194;110701;0661     ;11ªSR/PE       ;5;193;DEL.07/PST.01 - Posto Salgueiro;BR-232, Km 518, Salgueiro;25437;56000000;87 3871 0258;salgueiro@dprf.gov.br;14237;-8.0672220;-39.134722;N;Há espaço para pousar helicóptero sem sinalização.
741;100003;0585     ;10ªSR/BA       ;7;253;10ª SRPRF/BA ? NÚCLEO DE REGISTRO DE ACIDENTES E MEDICINA;AV. FREDERICO PONTES, 151, COMÉRCIO;38490;40460001;(71) 21012201;nuram.ba@dprf.gov.br;14470;          ;          ;N;
742;110003;0635     ;11ªSR/PE       ;7;170;11ª SRPRF/PE ? NÚCLEO DE REGISTRO DE ACIDENTES E MEDICINA;AVENIDA ANTONIO DE GOES, 820 - PINA;25313;51010000;(81) 3303 6600;nuram.pe@dprf.gov.br;14499;          ;          ;N;
794;080704;0501     ;8ª SR/SC       ;5;418;DEL.07/PST.04 - Posto Agua Doce;BR-153, Km 11;80071;        ;(49) 3522-3777;del07p04.sc@dprf.gov.br;47260;          ;          ;N;
795;080803;0503     ;8ª SR/SC       ;5;419;DEL.08/PST.03 - Posto Guaraciaba;BR-163 km 080;81256;        ;49 3328-0020;del08p03.sc@dprf.gov.br;55238;          ;          ;N;
195;110702;0661     ;11ªSR/PE       ;5;193;DEL.07/PST.02 - Posto Ouricuri;BR-316, Km 083, Ouricuri;24970;56200000;87 3874 1034;ouricuri@dprf.gov.br;73315;-7.8782750;-40.078039;N;Não há espaço para pousar helicóptero
196;110703;0661     ;11ªSR/PE       ;5;193;DEL.07/PST.03 - Posto do Trevo do Ibó;BR-428, Km 000, Trevo do Ibó, Belém do São Francisco;23310;56450000;87 3871 2605;ibo@dprf.gov.br;73317;-8.5484360;-39.226081;S;Há espaço para pousar helicóptero sem sinalização.
197;110800;0663     ;11ªSR/PE       ;1;170;DEL.08 - Delegacia Petrolina;BR-428, Km 186 ? Petrolina;25216;56300000;87 3864 5123;del08.pe@dprf.gov.br;11789;-9.3587830;-40.480786;S;Não há espaço para pousar helicóptero em frente 
198;110801;0663     ;11ªSR/PE       ;5;197;DEL.08/PST.01 - Posto Serra da Santa;BR-428, Km 166, Serra da Santa;25216;56300000;87 3861 6249;s.santa@dprf.gov.br;16598;-9.1994390;-40.391064;S;Não há espaço para pousar helicóptero
199;110802;0663     ;11ªSR/PE       ;5;197;DEL.08/PST.02 - Posto Rajada;BR-407, Km 043, Rajada;25216;56345000;(87)3201-0782;rajada@dprf.gov.br;16603;-8.7572220;-40.894167;S;Não há espaço para pousar helicóptero
200;110803;0663     ;11ªSR/PE       ;5;197;DEL.08/PST.03 - Posto Santa Maria Boa Vista;BR-428, Km 083;25518;56380000;87 3869 1263;boavista@dprf.gov.br;16609;-8.7872220;-39.822222;S;Não há espaço para pousar helicóptero
201;120000;0680     ;12ªSR/ES       ;4;111;12ª SUPERINTENDENCIA REGIONAL DE POLICIA RODOVIARIA FEDERAL;AV MAL MASCARENHAS DE MORAIS, 2214 - BENTO FERREIRA;57053;29050625;27 3235-6900;gab.es@dprf.gov.br;6443;-20.318578;-40.305997;S;Há um espaço no pátio da superintendência para pouso e decolagem de helicóptero sem sinalização.
202;120100;0699     ;12ªSR/ES       ;1;201;DEL.01 - Delegacia de Viana;BR-262, Km 15 -   Ribeira;57010;29135000;27 3255-1228;del01.es@dprf.gov.br;18029;-20.382814;-40.459781;S;PATIO DA BALANCA DNIT 200 m
203;120101;0699     ;12ªSR/ES       ;5;202;DEL.01/PST.01 - Posto de Viana;BR-262, Km 15 -  Ribeira;57010;29100000;27 3255-1277;del01p01.es@dprf.gov.br;18029;-20.382814;-40.459781;S;PATIO DA BALANCA DNIT 200 m
204;120102;0699     ;12ªSR/ES       ;5;202;DEL.01/PST.02 - Posto de Ibatiba;BR-262, Km 159;57096;29395000;(028) 3543-1173;del01p02.es@dprf.gov.br;18034;-20.237600;-41.513700;S;PATIO DA BALANCA DNIT 200 m
205;120200;0701     ;12ªSR/ES       ;1;201;DEL.02 - Delegacia de Serra;BR-101, Km 250 ? Belvedere;56995;29670000;(27) 3251-3283;del02.es@dprf.gov.br;18036;S 20G 5M 5;W 40G 20M ;S;PATIO DA BALANCA DNIT
206;120201;0701     ;12ªSR/ES       ;5;205;DEL.02/PST.01 - Posto da Serra;BR-101, Km 250 ? Belvedere;56995;29165130;(027) 3251-1112;pccserra@dprf.gov.br;18036;-20.097225;-40.339583;S;PATIO DA BALANCA DO DNIT
207;120300;0703     ;12ªSR/ES       ;1;201;DEL.03 - Delegacia de Guarapari;BR-101, Km 343;56472;29200010;(27)3364-0063;del03.es@dprf.gov.br;30281;-20.658633;-40.613497;S;Não há uma área apropriada para pouso de helicóptero. 
208;120301;0703     ;12ªSR/ES       ;5;207;DEL.03/PST.01 - Posto de Guarapari;BR 101 KM 343;56472;        ;(27) 3364-0063;del03.p01.es@dprf.gov.br;18041;-20.924108;-41.078128;S;Não há uma área apropriada para pouso de helicóptero. 
209;120302;0703     ;12ªSR/ES       ;5;207;DEL.03/PST.02 - Posto de Safra;BR 101 KM 411;56553;29300970;(027) 3531-1366;pccsafra@dprf.gov.br;18047;-20.658633;-40.613497;S;Não há uma área apropriada para pouso de helicóptero. 
210;120400;0705     ;12ªSR/ES       ;1;201;DEL.04 - Delegacia de Linhares;Av. São Mateus, 640 ? Aviso;56634;29901350;(27) 3371-1820;del04.es@dprf.gov.br;18048;-19.404444;-40.058222;N;não há uma área apropriada para pouso de helicóptero.
211;120401;0705     ;12ªSR/ES       ;5;210;DEL.04/PST.01 - Posto de Linhares;BR-101, Km 151;56634;        ;(027) 3371-1880;del04p01.es@dprf.gov.br;841976;-19.422286;-40.078000;S;não há uma área apropriada para pouso de helicóptero.
212;120402;0705     ;12ªSR/ES       ;5;210;DEL.04/PST.02 - Posto de Sao Mateus;BR-101, Km 056,5;56979;29930000;(027) 3771-1144;pccsaomateus@dprf.gov.br;18082;-18.648900;-39.873800;S;não há uma área apropriada para pouso de helicóptero.
213;020000;0150     ;2ªSR/MT        ;4;111;2ª SUPERINTENDENCIA REGIONAL DE POLÍCIA RODOVIÁRIA FEDERAL;Rua Joaquim Murtinho n° 1.400 - Bairro Centro Sul;90670;78025160;65 3619-3000 / 3619-3015;central.mt@dprf.gov.br;6443;-15.605833;-56.103889;N;Não há espaço para pouso de Helicóptero
214;020100;0169     ;2ªSR/MT        ;1;213;DEL.01 - Delegacia de Cuiabá;BR-364, Km 388;90670;78000000;65 3667-1000 / 3667-2897;del01.mt@dprf.gov.br;22644;-15.701111;-55.873611;S;Há um espaço destinado para pouso de helicóptero
215;020200;0171     ;2ªSR/MT        ;1;213;DEL.02 - Delegacia de Rondonópolis;BR-364, Km 212;91510;78000000;65 3421-1444 / 3421-0215;del02.mt@dprf.gov.br;69157;-16.416944;-54.706667;S;Há um grande patio para pouso.
216;020300;0173     ;2ªSR/MT        ;1;213;DEL.03 - Delegacia de Cáceres;BR-174, Km 006;90476;78000000;65 3223-3894;del03.mt@dprf.gov.br;20493;-16.029722;-57.728333;S;Há um grande patio para pouso.
217;020400;0175     ;2ªSR/MT        ;1;213;DEL.04 - Delegacia de Diamantino;BR-364, Km 587;90697;78000000;65 3336-2111 / 3336-2112;del04.mt@dprf.gov.br;22646;-14.531944;-56.230556;S;Patio grande e asfaltado.
218;020500;0177     ;2ªSR/MT        ;1;213;DEL.05 - Delegacia de Primavera do Leste;BR-070, Km 286;98710;78850000;66 3701-1000;del05.mt@dprf.gov.br;22647;-15.577222;-54.378611;S;Há um grande patio para pouso.
219;020600;0179     ;2ªSR/MT        ;1;213;DEL.06 - Delegacia de Sorriso;BR-163, Km 733;99074;78000000;65 3513-1109;del06.mt@dprf.gov.br;22649;-12.697500;-55.811111;S;Patio grande, sem asfalto, com pedrisco.
220;020700;0181     ;2ªSR/MT        ;1;213;DEL.07 - Delegacia de Pontes e Lacerda;BR-174, Km 226;89990;78000000;65 3266-2662;del07.mt@dprf.gov.br;22650;-15.196111;-59.322778;S;Patio grande, sem asfalto.
221;020800;0183     ;2ªSR/MT        ;1;213;DEL.08 - Delegacia de Barra do Garças;BR-158, Km 789;90352;78000000;66 3401-1855;del08.mt@dprf.gov.br;22651;-15.815556;-52.302778;S;Patio grande e asfaltado.
222;020801;0183     ;2ªSR/MT        ;5;221;DEL.08/PST.01 - Posto Barra do Garças;BR-158, Km 789;90352;78000000;66 3401-1855;del08p01.mt@dprf.gov.br;22651;-15.815556;-52.302778;S;Há um espaço para pousar helicóptero
223;020802;0183     ;2ªSR/MT        ;5;221;DEL.08/PST.02 - Posto Água Boa;BR-158, Km 569;91910;78000000;66 3468-1400;del08p02.mt@dprf.gov.br;66948;-14.086944;-52.160833;S;Há um grande patio para pouso.
224;020101;0169     ;2ªSR/MT        ;5;214;DEL.01/PST.01 - Posto Cuiabá;BR-364, Km 388;90670;78000000;65 3667-1000;del01p01.mt@dprf.gov.br;22644;-15.701111;-55.873611;S;Patio grande, de terra.
723;041102;0290     ;4ªSR/MG        ;7;717;DEL.11/NPF - Núcleo de Policiamento e Fiscalização;BR-365, km 413;49590;        ;(34)3859-0590/5031-1110;del11p02.mg@dprf.gov.br;16772;          ;          ;N;Não existe local para pouso de Helicóptero, mas existe um aeroporto à 10 km.
225;020102;0169     ;2ªSR/MT        ;5;214;DEL.01/PST.02 - Posto São Vicente;BR-364, Km 271;90956;78000000;65 3419-2140;del01p02.mt@dprf.gov.br;17865;-15.818333;-55.332222;N;A Del PRF tem um patio de chão com grande area livre para pouso.
226;020402;0169     ;2ªSR/MT        ;5;217;DEL.04/PST.02 - Posto Várzea Grande;BR-364, Km 435;91677;78000000;65 3694-1301;del01p03.mt@dprf.gov.br;10902;S 15G 38M ;W 56G 11M ;N;Há um grande patio asfaltado para pouso.
227;020201;0171     ;2ªSR/MT        ;5;215;DEL.02/PST.01 - Posto Rondonópolis;BR-364, Km 212;91510;78000000;65-3421-1444 / 65-3421-0215;del02p01.mt@dprf.gov.br;69157;-16.416944;-54.706667;S;Há um grande patio para pouso.
228;020202;0171     ;2ªSR/MT        ;5;215;DEL.02/PST.02 - Posto Mineirinho;BR-163, Km 048;90913;78000000;;del02p02.mt@dprf.gov.br;22654;S 17G 5M 2;W 54G 45M ;N;Tem um patio grande para pouso de aeronave.
229;020203;0171     ;2ªSR/MT        ;5;215;DEL.02/PST.03 - Posto Petrovina;BR-364, Km 130;91812;78000000;65 3483-1403;del02p03.mt@dprf.gov.br;22655;-16.786667;-54.152222;N;Há um grande patio para pouso.
230;020204;0171     ;2ªSR/MT        ;5;215;DEL.02/PST.04 - Posto Alto Garças;BR-364, Km 048;90077;78000000;65 3471-1563;del02p04.mt@dprf.gov.br;22656;-17.025278;-53.488611;S;Há um grande patio para pouso.
231;020301;0173     ;2ªSR/MT        ;5;216;DEL.03/PST.01 - Posto Cáceres;BR-174, Km 006;90476;78000000;65-3223-3894;del03p01.mt@dprf.gov.br;20493;-16.029722;-57.728333;S;Há um grande patio para pouso.
232;020302;0173     ;2ªSR/MT        ;5;216;DEL.03/PST.02 - Posto 120;BR-070, Km 633;90476;78000000;65 3345-2080;del03p02.mt@dprf.gov.br;22889;-15.942778;-57.079722;S;Tem um bom pátio para pouso da aeronave.
233;020401;0175     ;2ªSR/MT        ;5;217;DEL.04/PST.01 - Posto Diamantino;BR-364, Km 587;90697;78000000;65 3336-2111 / 3336-2112;del04p01.mt@dprf.gov.br;22646;-14.531944;-56.230556;S;Patio grande e asfaltado.
234;020501;0177     ;2ªSR/MT        ;5;218;DEL.05/PST.01 - Posto Primavera do Leste;BR-070, Km 286;98710;78000000;66 3701-1000;del05p01.mt@dprf.gov.br;22647;-15.577222;-54.378611;S;Há espaço destinado para pouso de helicóptero
235;020502;0177     ;2ªSR/MT        ;5;218;DEL.05/PST.02 -;BR-070, Km 385;97799;78000000;66 3419-1964;del05p02.mt@dprf.gov.br;22890;S 15G 36M ;W 55G 11M ;S;Pátio da Delegacia.
236;020601;0179     ;2ªSR/MT        ;5;219;DEL.06/PST.01 - Posto Sorriso;BR-163, Km 733;99074;78000000;66 3513-1109;del06p01.mt@dprf.gov.br;22649;-12.697500;-55.811111;S;Patio grande, sem asfalto.
237;020602;0179     ;2ªSR/MT        ;5;219;DEL.06/PST.02 - Posto Nova Santa Helena;BR-163, Km 945;10880;78000000;66 9902-3935;del06p02.mt@dprf.gov.br;22891;-10.923611;-55.203333;S;Há um grande patio para pouso.
238;020701;0181     ;2ªSR/MT        ;5;220;DEL.07/PST.01 - Posto Pontes e Lacerda;BR-174, Km 226;89990;78000000;65 3266-2662;del07p01.mt@dprf.gov.br;22650;-15.195833;-59.322778;S;Patio grande, sem asfalto.
239;020001;0151     ;2ªSR/MT        ;7;213;SEDE - CIOP;Rua Joaquim Murtinho n° 1400, Bairro Porto;90670;78020160;65-3619-3011e 3057 / 65-3624-5616;spf.mt@dprf.gov.br;19800;          ;          ;N;Não há espaço para pouso de Helicóptero
240;020002;0152     ;2ªSR/MT        ;7;213;NOE;BR-364, Km 388;90670;78000000;65-3667-2897 3667-1000;soe.mt@dprf.gov.br;22644;          ;          ;S;Não há espaço para pouso de Helicóptero
241;310000;1081     ;1ºDR/DF        ;3;111;1º DISTRITO REGIONAL DE POLÍCIA RODOVIÁRIA FEDERAL;BR-040, KM 001 ALFA - SANTA MARIA;97012;72433000;(61) 3394-5112;gab.df@dprf.gov.br;6822;S 15G 58M ;W 47G 59M ;S;Possui nas laterais do Posto/Delegacia, uma área de aproximadamente 50x100 metros (parte pavimentada).
242;320000;1090     ;2ºDR/TO        ;3;111;2º DISTRITO REGIONAL DE POLÍCIA RODOVIÁRIA FEDERAL;QUADRA 103 SUL, SO 11 LOTE 30 PALMAS;97330;77015034;(63) 3215-9700;sup.to@dprf.gov.br;24020;-10.191217;-48.340661;N;sup.to@dprf.gov.br
243;330000;1100     ;3ºDR/AM        ;3;111;3º DISTRITO DE POLÍCIA RODOVIÁRIA FEDERAL;Avenida Mário Ipiranga 2479, conjunto DNER, bairro Parque 10;02550;69050030;(92) 3216 5270/5277/5275;gab.am@dprf.gov.br;6443;-3.0808780;-60.024853;N; Não tem local pra pouso
244;340000;1110     ;4ºDR/AP        ;3;111;4º DISTRITO DE POLÍCIA RODOVIÁRIA FEDERAL;BR- 210, KM 00 Nº 201 - SÃO LÁZARO;06050;68909130;(96) 3251-4708 / 2230 / 4661 / 3222-7628;chdt.ap@dprf.gov.br;23210;0.0765280 ;-51.060139;N;AREA PAVIMENTADA PARA POUSO
245;350000;1120     ;5ºDR/RR        ;3;111;5º DISTRITO REGIONAL DE POLÍCIA RODOVIÁRIA FEDERAL;RUA PROFESSOR DIOMEDES, SÃO VICENTE, BOA VISTA;03018;69303350;(95) 3624-1166;sup.rr@dprf.gov.br;15187;0.0765280 ;-51.060139;N; Não tem local pra pouso
246;320001;1091     ;2ºDR/TO        ;5;242;PST.01 - Posto de Gurupi;BR-153, KM  762;92134;77480000;(63) 3353-1660;dst02p01.to@dprf.gov.br;23821;S 12G 29M ;W 49G 6M 4;S;dst02p01.to@dprf.gov.br
247;320002;1091     ;2ºDR/TO        ;5;242;PST.02 - Posto Paraiso;BR- 153, KM  668;93858;77400000;(63) 3312-3491;dst02p02.to@dprf.gov.br;24019;S 11G 40M ;W 49G 3M 5;S;dst02p02.to@dprf.gov.br
248;320003;1091     ;2ºDR/TO        ;5;242;PST.03 - Posto Guaraí;BR-153, KM 496;95192;77600000;(63) 3602-1241 / 2677;dst02p03.to@dprf.gov.br;24020;S 10G 11M ;W 48G 52M ;S;dst02p03.to@dprf.gov.br
249;320004;1091     ;2ºDR/TO        ;5;242;PST.04 - Posto Araguaína;BR-153, KM 329;96270;77700000;(63) 3464-1046;dst02p04.to@dprf.gov.br;24025;S 8G 49M 1;W 48G 30M ;S;dst02p04.to@dprf.gov.br
250;320005;1091     ;2ºDR/TO        ;5;242;PST.05 - Posto de Palmeiras;BR- 153, KM 156;92410;77804900;(63) 8419-8392;dst02p05.to@dprf.gov.br;37036;S 7G 8M 9,;W 48G 12M ;S;dst02p05.to@dprf.gov.br
251;320006;1091     ;2ºDR/TO        ;5;242;PST.06 -;BR- 226/230, KM  7;01856;77913000;(63) 3433-1202;dst02p06.to@dprf.gov.br;24033;S 6G 36M 3;W 47G 32M ;S;dst02p06.to@dprf.gov.br
252;340001;1111     ;4ºDR/AP        ;5;244;PST.01 - Posto Macapá;BR- 210, KM 08, ZONA RURAL;06050;68900000;(96) 3222-7626;posto.ap@dprf.gov.br;15510;0.1075280 ;-51.126800;S;Trecho da BR 319 do 178,1 ao 431,0 é intransitável.
253;100000;0580     ;10ªSR/BA       ;4;111;10ª SUPERINTENDÊNCIA REGIONAL DE POLÍCIA RODOVIÁRIA FEDERAL;Av. Frederico Pontes, 151, Comércio;38490;40460001;21012201;sup.ba@dprf.gov.br;6443;-12.960356;-38.503447;N;Não há espaço para pousar helicóptero
254;100100;0599     ;10ªSR/BA       ;1;253;DEL.01 - Simões Filho;BR 324, KM 604;39136;43700000;71-3296-8611;del01.ba@dprf.gov.br;838696;S 12G 47M ;W 38G 24M ;S;Não tem área apropriada para pouso de aeronave, em caso de urgência os carros são retirados do pátio.
255;100200;0601     ;10ªSR/BA       ;1;253;DEL.02 - Feira de Santana;BR 116, KM 463;35157;44031460;75 3221-0973;del03.ba@dprf.gov.br;8405;S 12G 22M ;W 39G 1M 2;S;È utilizado o pátio da delegacia para pouso de helicóptero sem sinalização.
256;150000;0800     ;15ªSR/RN       ;4;111;15ª SUPERINTENDÊNCIA REGIONAL DE POLÍCIA RODOVIÁRIA FEDERAL;Av. Nascimento de Castro, 1540, Lagoa Nova;17612;59056450;(84) 4009-1560/1561/1562;sup.rn@dprf.gov.br;6443;          ;          ;N;Existe uma área junto com a sede, onde é contemplado um Heliponto.
430;190400;0985     ;19ªSR/PA       ;1;426;DEL.04 - Altamira;BR- 230, KM  625;04111;68370000;(93) 3515-2859;del04.pa@dprf.gov.br;36337;-3.1736220;-52.168411;N;Existe um campo de futebol atrás da delegacia, que faz parte do terreno.
257;150001;0801     ;15ªSR/RN       ;8;256;Seção de Policiamento e Fiscalização;Av. Nascimento de Castro 1540 Bairro Lagoa Nova;17612;59056450;(84) 4009-1580/1581;spf.rn@dprf.gov.br;22510;          ;          ;N;Existe uma área junto com a sede, onde é contemplado um Heliponto.
258;150002;0802     ;15ªSR/RN       ;7;256;Núcleo de Operações Especiais;Av. Romoaldo Galvão s/n Bairro Lagoa Seca;17612;59022100;(84) 3611-1867;noe.rn@dprf.gov.br;70670;          ;          ;N;
259;150100;0819     ;15ªSR/RN       ;1;256;DEL.01 - Delegacia de Macaíba;BR 304, KM 299, Bairro Ferreiro Torto;17418;59022385;(84) 3215-1519 / 3222-8537/3222-8543;del01.rn@dprf.gov.br;24827;S 5G 52M 0;W 35G 20M ;N;
260;150101;0819     ;15ªSR/RN       ;5;259;DEL.01/PST.01 - Posto de São José do Mipibu;BR-101, Km 118;18414;59162970;84 32151511;del01p01.rn@dprf.gov.b;72381;S 6G 1M 6,;W 35G 15M ;N;Existe uma área próxima ao posto que permite pouso de Helicóptero
262;150103;0819     ;15ªSR/RN       ;5;259;DEL.01/PST.03 - Posto de Lajes;BR-304, Km 193;17337;59535970;(84) 3215-1513/3532-2103;del01p03.rn@dprf.gov.br;856765;S 5G 42M 2;W 36G 13M ;N;Existe uma área próxima ao posto que permite pouso de Helicóptero
263;150200;0821     ;15ªSR/RN       ;1;256;DEL.02 - Delegacia de Ceará-Mirim;BR 304, KM 299, Bairro Ferreiro Torto;17418;59051005;(84) 3215-1520 / 3613-1696;del02.rn@dprf.gov.br;24827;S 23G 3M 4;W 54G 12M ;N;
264;150201;0821     ;15ªSR/RN       ;5;263;DEL.02/PST.01 - Posto de Ceará-Mirim;BR-406, Km 158;16519;59051005;84 3215-1521;del02p01.rn@dprf.gov.br;70117;S 5G 42M 3;W 35G 22M ;N;No leito da rodovia em frente ao posto, com o tráfego de veículos desviado para as vias laterais.
265;150300;0823     ;15ªSR/RN       ;1;256;DEL.03 - Delegacia de Currais Novos;BR-226, Km 177;16616;59380000;(84) 3215-1530 / 3412-2909;del03.rn@dprf.gov.br;120056;S 23G 3M 4;W 54G 12M ;N;
266;150301;0823     ;15ªSR/RN       ;5;265;DEL.03/PST.01 - Posto de Campo Redondo;BR-226, Km 137;16411;59230970;84 3215-1531;p0301.rn@dprf.gov.br;24851;S 6G 12M 4;W 36G 10M ;N;No leito da rodovia em frente ao posto, com o tráfego de veículos desviado para as vias laterais.
267;150302;0823     ;15ªSR/RN       ;5;265;DEL.03/PST.02 - Posto da Serra da Rajada;BR-427, Km 040;16012;59370970;84 3215-1532;p0302.rn@dprf.gov.br;24852;S 6G 32M 3;W 36G 39M ;N;No leito da rodovia em frente ao posto, com o tráfego de veículos desviado para as vias laterais.
268;150400;0825     ;15ªSR/RN       ;1;256;DEL.04 - Delegacia de Mossoró;Av. Francisco Mota, s/n, Alto de São Manoel;17590;59600000;(84) 3215-1540 / 3312-4384/5269;del04.rn@dprf.gov.br;310963;          ;          ;N;Existe um campo de futebol atrás da delegacia, que faz parte do terreno da delegacia.
269;150401;0825     ;15ªSR/RN       ;5;268;DEL.04/PST.01 - Posto de Mossoró;BR-304, Km 049;17590;59600000;(84) 3215-1541 / 3312-1285 / 3312-2557;del04p01.rn@dprf.gov.br;24863;S 5G 4M 42;W 37G 19M ;N;No leito da rodovia em frente ao posto, com o tráfego de veículos desviado para as vias laterais.
270;150402;0825     ;15ªSR/RN       ;5;268;DEL.04/PST.02 - Posto de Mossoró 2;BR-304, Km 025;17590;59600000;84 3215-1542;del04p02.rn@dprf.gov.br;24870;S 5G 4M 42;W 37G 19M ;N;No leito da rodovia em frente ao posto, com o tráfego de veículos desviado para as vias laterais.
271;100300;0603     ;10ªSR/BA       ;1;253;DEL.03 - Jequié;BR-116, Km 713;36617;45200000;73 - 3525-7611;del03.ba@dprf.gov.br;24883;-13.874408;-40.040100;N;PÁTIO NOS FUNDOS DA DELEGACIA
272;100400;0605     ;10ªSR/BA       ;1;253;DEL.04 - Senhor do Bomfim;BR-407, Km 117;39012;48970000;74- 3541 - 1001;del04.ba@dprf.gov.br;24886;-10.399400;-40.174700;N;Pátio nos fundos da delegacia sem sinalização.
273;100500;0607     ;10ªSR/BA       ;1;253;DEL.05 - Delegacia Itabuna;BR 101, KM 508;35971;45600000;73- 3613-4779;del05.ba@dprf.gov.br;21052;-14.770600;-39.292400;N;Há uma área verde para pouso de aeronave mais não sinalizada.
274;100600;0609     ;10ªSR/BA       ;1;253;DEL.06 - Seabra;BR-242, Km 280;38970;46900000;75- 3331-2018;del08.ba@dprf.gov.br;24888;-12.467300;-41.743900;N;Há uma área verde para pouso de aeronave não sinalizada.
275;100700;0611     ;10ªSR/BA       ;1;253;DEL.07 - Paulo Afonso;BR 110, KM 002;37818;48600000;75-3692-1060;del07.ba@dprf.gov.br;24890;-9.4504280;-38.202075;N;Pátio nos fundos da delegacia sem sinalização.
276;100800;0613     ;10ªSR/BA       ;1;253;DEL.08 - Vitória da Conquista;BR-116, Km 866;39659;45025710;77-3422-7888;del04p05.ba@dprf.gov.br;55172;-14.911400;-40.875000;N;Heliponto projetado e devidamente sinalizado. Falta iluminação noturna.
277;100900;0615     ;10ªSR/BA       ;1;253;DEL.09 - Eunápolis;BR-101, Km 717;31178;45820000;73-3281-2800;del09.ba@dprf.gov.br;9014;S 16G 26M ;W 39G 35M ;N;não tem espaço para pouso de aeronave
278;101000;0617     ;10ªSR/BA       ;1;253;DEL.10 - Barreiras;BR 242, KM 813;33634;47800000;77-36118687;del10.ba@dprf.gov.br;55186;-12.118800;-45.056700;N;Há uma área ampla para pouso de aeronave no pátio da delegacia sem sinalização. 
279;100101;0599     ;10ªSR/BA       ;5;254;DEL.01/PST.01 - Simões Filho;BR-324, Km 604;39136;43700000;71-3296-8610;del01p01@dprf.gov.br;838696;-12.793000;-38.404556;N;Não tem área apropriada para pouso de aeronave.
280;100102;0601     ;10ªSR/BA       ;5;255;DEL.01/PST.02 - Santo Antonio de Jesus;BR-101, Km 263;38733;44570000;75-3631-5498;Desativado;55016;S 12G 58M ;W 39G 26M ;N;desativado o posto
281;100103;0601     ;10ªSR/BA       ;5;255;DEL.01/PST.03 - Humildes;BR 101, KM 101;35157;44100000;75-3683-1022;del01p02@dprf.gov.br;55020;S 12G 6M 2;W 38G 22M ;N;ESTACIONAMENTO
282;100104;0611     ;10ªSR/BA       ;5;9;DEL.01/PST.04 - Alagoinhas;BR 101, KM 101;33138;48100000;75-3421-5392;del01p03@dprf.gov.br;55020;S 12G 6M 2;W 38G 22M ;N;Não há uma área apropriada para pouso de helicóptero, em caso de emergência é utilizado o pátio do posto.
283;350010;1121     ;5ºDR/RR        ;7;245;Núcleo de Policiamento e Fiscalização - Posto PRF 01;BR 174, km 512;04588;        ;(95) 3627-3400;npf.rr@dprf.gov.br;28295;          ;          ;N; Não tem local pra pouso
